Genre,Sub-genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (Seconds)
Rap,Gangster Rap,0.794,0.614,F,-5.352,Minor,0.0467,0.0964,0,0.0788,0.663,80.569,238.053
Rap,Gangster Rap,0.897,0.612,B,-10.489,Major,0.211,0.0297,0.186,0.0894,0.767,102.305,208.267
Rap,Gangster Rap,0.684,0.916,C sharp/D flat,-3.857,Major,0.43,0.169,1.63e-5,0.123,0.553,93.477,173.267
Rap,Gangster Rap,0.678,0.77,A,-4.399,Minor,0.222,0.00583,0,0.109,0.412,90,284
Rap,Gangster Rap,0.802,0.461,B,-12.367,Minor,0.302,0.0757,0,0.109,0.74,90.995,185.933
Rap,Gangster Rap,0.774,0.634,C sharp/D flat,-5.941,Major,0.167,0.0199,2.98e-5,0.29,0.752,125.223,304.507
Rap,Gangster Rap,0.797,0.852,C,-2.234,Major,0.172,0.0432,3.97e-6,0.409,0.674,95.416,330.76
Rap,Gangster Rap,0.648,0.759,F sharp/G flat,-4.315,Major,0.306,0.0142,0,0.648,0.518,85.996,324.307
Rap,Gangster Rap,0.826,0.566,A sharp/B flat,-10.747,Minor,0.31,0.197,0,0.356,0.653,99.13,216.133
Rap,Gangster Rap,0.817,0.552,G sharp/A flat,-10.8,Minor,0.386,0.032,7.17e-6,0.826,0.808,102.011,291.067
Rap,Gangster Rap,0.906,0.775,D,-5.775,Major,0.268,0.0831,2.74e-5,0.15,0.838,100.054,221.373
Rap,Gangster Rap,0.909,0.598,D,-4.174,Major,0.216,0.0208,0,0.296,0.234,91.012,181.733
Rap,Gangster Rap,0.867,0.645,A,-4.717,Minor,0.197,0.0131,0,0.0287,0.707,82.041,257.933
Rap,Gangster Rap,0.875,0.658,C,-3.641,Major,0.359,0.275,0,0.122,0.661,92.039,274.093
Rap,Gangster Rap,0.902,0.612,A sharp/B flat,-6.217,Minor,0.283,0.135,0,0.374,0.681,91.386,232.533
Rap,Gangster Rap,0.937,0.711,G sharp/A flat,-6.579,Major,0.311,0.0188,0,0.13,0.871,100.039,216.2
Rap,Gangster Rap,0.704,0.873,B,-4.057,Minor,0.144,0.121,5.12e-6,0.24,0.742,154.914,366.88
Rap,Gangster Rap,0.771,0.912,C sharp/D flat,-5.06,Major,0.141,0.0136,1.38e-6,0.0632,0.616,92.516,302.2
Rap,Gangster Rap,0.819,0.57,G,-9.313,Major,0.374,0.00267,0,0.0692,0.694,176.241,320.172
Rap,Gangster Rap,0.665,0.91,F sharp/G flat,-4.682,Minor,0.223,0.0394,0,0.227,0.887,84.099,293.973
Rap,Gangster Rap,0.923,0.85,G,-4.026,Major,0.248,0.0468,0,0.083,0.61,95.195,312.627
Rap,Gangster Rap,0.894,0.698,F sharp/G flat,-8.264,Minor,0.275,0.0279,3.52e-6,0.329,0.695,98.104,336.917
Rap,Gangster Rap,0.787,0.671,C sharp/D flat,-5.308,Minor,0.0906,0.00132,0,0.0783,0.637,81.897,242.107
Rap,Gangster Rap,0.671,0.737,C,-5.131,Major,0.108,0.0338,0.00344,0.0596,0.197,90.519,310.227
Rap,Gangster Rap,0.724,0.887,F sharp/G flat,-7.076,Major,0.393,0.134,0,0.112,0.745,90.945,254.867
Rap,Gangster Rap,0.85,0.837,F sharp/G flat,-6.37,Minor,0.291,0.00956,0,0.0772,0.737,98.694,343.373
Rap,Gangster Rap,0.819,0.781,C,-3.678,Major,0.0569,0.314,0,0.169,0.322,155.826,186.053
Rap,Gangster Rap,0.665,0.836,B,-4.856,Major,0.293,0.0164,5.78e-5,0.431,0.557,134.07,284.333
Rap,Gangster Rap,0.484,0.855,F sharp/G flat,-4.852,Minor,0.321,0.00269,1.57e-4,0.276,0.619,130.554,204.133
Rap,Gangster Rap,0.464,0.649,D,-8.367,Major,0.143,0.00665,0,0.0902,0.283,87.073,170.693
Rap,Gangster Rap,0.607,0.738,A sharp/B flat,-7.034,Minor,0.4,0.128,3.44e-5,0.243,0.564,90.645,170.653
Rap,Gangster Rap,0.753,0.581,G sharp/A flat,-6.406,Major,0.303,0.151,0,0.0973,0.417,89.863,182.788
Rap,Gangster Rap,0.509,0.779,G sharp/A flat,-5.542,Minor,0.213,0.332,8.35e-6,0.129,0.562,143.942,187.328
Rap,Gangster Rap,0.796,0.587,A sharp/B flat,-5.365,Minor,0.0813,0.0132,0,0.096,0.215,93.014,187.227
Rap,Gangster Rap,0.751,0.853,G,-5.393,Major,0.268,0.12,0,0.099,0.325,89.02,182.04
Rap,Gangster Rap,0.541,0.58,A sharp/B flat,-9.547,Minor,0.443,0.163,0,0.113,0.536,157.025,246.181
Rap,Gangster Rap,0.69,0.797,F sharp/G flat,-6.17,Major,0.441,0.0818,0,0.199,0.469,127.685,146.136
Rap,Gangster Rap,0.632,0.882,G,-5.686,Major,0.554,0.287,0,0.107,0.619,108.377,235.047
Rap,Gangster Rap,0.708,0.711,G,-5.064,Major,0.41,0.0599,0,0.0556,0.475,185.974,157.655
Rap,Gangster Rap,0.626,0.76,A,-4.926,Major,0.377,0.0654,9.15e-6,0.0697,0.407,99.092,155.427
Rap,Gangster Rap,0.497,0.848,C,-4.304,Major,0.374,0.342,0.00491,0.411,0.479,86.397,191.267
Rap,Gangster Rap,0.426,0.835,D sharp/E flat,-8.28,Minor,0.344,0.0318,0,0.0324,0.545,94.096,197.053
Rap,Gangster Rap,0.837,0.692,A sharp/B flat,-2.949,Minor,0.239,0.142,6.29e-6,0.103,0.346,126.016,188.629
Rap,Gangster Rap,0.737,0.73,D,-2.185,Major,0.406,0.322,0,0.177,0.545,77.937,212.508
Rap,Gangster Rap,0.571,0.616,B,-6.032,Minor,0.36,0.165,0,0.541,0.668,86.801,218.053
Rap,Gangster Rap,0.794,0.489,B,-11.484,Major,0.401,0.236,2.05e-6,0.0921,0.087,123.916,288.402
Rap,Gangster Rap,0.589,0.827,D,-5.851,Major,0.164,0.0505,0,0.0938,0.184,125.135,233.221
Rap,Gangster Rap,0.607,0.518,C sharp/D flat,-5.874,Major,0.549,0.0393,0,0.145,0.242,76.196,232.916
Rap,Gangster Rap,0.782,0.657,G sharp/A flat,-8.395,Minor,0.174,0.0159,4.86e-6,0.0847,0.591,133.97,190.4
Rap,Gangster Rap,0.493,0.761,C,-4.296,Major,0.381,0.124,0,0.101,0.455,96.295,222.331
Rap,Gangster Rap,0.806,0.626,B,-8.825,Major,0.0617,0.00268,0.0227,0.135,0.172,126.042,242.666
Rap,Gangster Rap,0.552,0.577,A sharp/B flat,-5.019,Minor,0.557,0.202,0,0.313,0.305,177.683,145.493
Rap,Gangster Rap,0.65,0.661,B,-7.186,Major,0.266,0.00993,1.11e-5,0.294,0.173,94.914,173.6
Rap,Gangster Rap,0.58,0.517,A sharp/B flat,-11.946,Minor,0.502,0.103,0,0.113,0.343,177.699,178.027
Rap,Gangster Rap,0.56,0.74,A sharp/B flat,-3.873,Minor,0.372,0.0828,0,0.251,0.466,91.959,163.293
Rap,Gangster Rap,0.506,0.897,B,-5.265,Major,0.398,0.332,0,0.117,0.604,109.059,140.634
Rap,Gangster Rap,0.404,0.702,G,-8.789,Major,0.4,0.12,1.41e-5,0.0784,0.543,175.753,232.24
Rap,Gangster Rap,0.506,0.729,G sharp/A flat,-7.317,Major,0.265,0.31,0,0.119,0.522,93.558,159.573
Rap,Gangster Rap,0.422,0.863,B,-7.453,Minor,0.388,0.0531,0,0.116,0.363,92.831,447.4
Rap,Gangster Rap,0.579,0.826,A sharp/B flat,-5.009,Minor,0.342,0.138,0,0.147,0.311,87.728,364.72
Rap,Gangster Rap,0.529,0.817,A,-6.559,Minor,0.757,0.286,0,0.0662,0.505,98.316,216.973
Rap,Gangster Rap,0.452,0.613,C sharp/D flat,-6.142,Major,0.308,0.0782,6.76e-6,0.069,0.196,164.863,284.772
Rap,Gangster Rap,0.875,0.73,A sharp/B flat,-5.807,Minor,0.252,0.498,1.46e-6,0.13,0.397,123.072,277.813
Rap,Gangster Rap,0.558,0.637,D,-5.703,Major,0.18,0.013,0,0.0677,0.287,86.833,180.787
Rap,Gangster Rap,0.778,0.712,D,-5.824,Major,0.244,0.212,1.59e-6,0.111,0.181,117.944,229.88
Rap,Gangster Rap,0.888,0.426,C sharp/D flat,-9.645,Minor,0.468,0.00385,1.04e-5,0.106,0.213,143.043,272.013
Rap,Gangster Rap,0.422,0.738,D sharp/E flat,-4.955,Minor,0.393,0.105,0,0.109,0.367,92.17,232.854
Rap,Gangster Rap,0.859,0.699,B,-5.634,Minor,0.38,0.254,0,0.101,0.403,137.972,236.907
Rap,Gangster Rap,0.815,0.695,B,-5.663,Minor,0.388,0.141,0,0.112,0.52,103.989,239.88
Rap,Gangster Rap,0.837,0.897,C sharp/D flat,-4.712,Major,0.262,0.177,0,0.119,0.695,143.008,208.285
Rap,Gangster Rap,0.742,0.714,B,-3.882,Minor,0.336,0.135,0.0028,0.253,0.481,179.756,174.547
Rap,Gangster Rap,0.704,0.685,F sharp/G flat,-6.931,Minor,0.178,0.117,0,0.0647,0.556,92.851,196.971
Rap,Gangster Rap,0.802,0.682,A,-6.783,Major,0.568,0.505,0,0.103,0.589,96.896,143.987
Rap,Gangster Rap,0.71,0.618,A,-5.227,Major,0.343,0.349,1.81e-6,0.0815,0.634,91.02,214.187
Rap,Gangster Rap,0.478,0.729,F sharp/G flat,-8.538,Major,0.732,0.0714,0,0.101,0.532,85.151,188.464
Rap,Gangster Rap,0.544,0.59,E,-6.677,Minor,0.464,0.265,0,0.092,0.32,80.026,297.324
Rap,Gangster Rap,0.72,0.9,F,-4.34,Major,0.394,0.188,0,0.365,0.607,90.403,149.984
Rap,Gangster Rap,0.727,0.757,G sharp/A flat,-5.785,Major,0.14,0.294,0,0.115,0.647,150.002,210.99
Rap,Gangster Rap,0.868,0.51,C,-5.792,Minor,0.352,0.469,0,0.108,0.497,134.193,232.257
Rap,Gangster Rap,0.529,0.685,F sharp/G flat,-6.34,Minor,0.392,0.246,0.0239,0.0761,0.644,93.055,137.856
Rap,Gangster Rap,0.66,0.762,C,-6.324,Major,0.36,0.0231,0,0.426,0.49,95.916,231.684
Rap,Gangster Rap,0.569,0.798,B,-4.693,Minor,0.409,0.069,0,0.107,0.476,93.446,319.347
Rap,Gangster Rap,0.63,0.741,A,-6.713,Major,0.226,0.106,0,0.141,0.654,89.828,174.693
Rap,Gangster Rap,0.799,0.903,A,-4.869,Minor,0.36,0.21,0,0.398,0.617,140.117,181.267
Rap,Gangster Rap,0.735,0.638,E,-8.458,Minor,0.501,0.351,0,0.125,0.601,97.824,156.736
Rap,Gangster Rap,0.68,0.769,G sharp/A flat,-5.209,Major,0.263,0.0987,2.08e-6,0.0913,0.264,90.09,203.511
Rap,Gangster Rap,0.76,0.782,G,-4.237,Major,0.36,0.0787,0,0.133,0.503,95.151,265.588
Rap,Gangster Rap,0.474,0.679,C,-6.167,Minor,0.285,0.121,0,0.139,0.0775,129.881,235.952
Rap,Gangster Rap,0.678,0.659,B,-5.364,Minor,0.319,0.0534,0,0.553,0.191,146.153,202.235
Rap,Gangster Rap,0.465,0.82,A sharp/B flat,-5.907,Minor,0.307,0.0963,0,0.0888,0.505,86.839,206.465
Rap,Gangster Rap,0.635,0.707,A sharp/B flat,-5.023,Major,0.317,0.284,0,0.102,0.296,84.698,183.573
Rap,Gangster Rap,0.691,0.793,C sharp/D flat,-5.154,Major,0.184,0.00211,0,0.0668,0.428,119.562,187.27
Rap,Gangster Rap,0.805,0.556,C sharp/D flat,-8.078,Minor,0.283,0.365,0,0.119,0.601,83.002,239.854
Rap,Gangster Rap,0.53,0.592,C sharp/D flat,-6.781,Major,0.546,0.0841,0,0.224,0.0894,84.979,162.067
Rap,Gangster Rap,0.615,0.705,B,-6.222,Major,0.494,0.0316,0,0.667,0.284,104.335,246.107
Rap,Gangster Rap,0.856,0.652,A,-6.924,Minor,0.234,0.601,7.76e-5,0.138,0.408,141.08,206.444
Rap,Gangster Rap,0.587,0.879,F,-4.988,Major,0.498,0.107,0,0.381,0.57,138.813,236
Rap,Gangster Rap,0.786,0.728,C sharp/D flat,-5.744,Major,0.344,0.101,0,0.0903,0.487,116.934,199.48
Rap,Gangster Rap,0.78,0.525,G,-7.427,Major,0.34,0.0377,1.01e-5,0.072,0.54,140.096,165.092
Rap,Gangster Rap,0.76,0.901,B,-4.972,Minor,0.319,0.0553,0,0.3,0.733,159.974,312.139
Rap,Gangster Rap,0.784,0.688,C sharp/D flat,-7.924,Major,0.344,0.0253,0,0.23,0.365,121.919,200.083
Rap,Gangster Rap,0.672,0.525,B,-8.253,Minor,0.398,0.151,0,0.268,0.433,132.654,209.342
Rap,Gangster Rap,0.584,0.655,C,-5.591,Minor,0.0871,0.394,2e-5,0.0944,0.539,98.008,247.708
Rap,Gangster Rap,0.768,0.943,A,-2.875,Major,0.127,0.219,1.04e-6,0.115,0.822,125.139,190.32
Rap,Gangster Rap,0.768,0.779,E,-6.618,Minor,0.0578,0.596,0.00144,0.0898,0.389,108.014,198.555
Rap,Gangster Rap,0.807,0.736,D,-4.26,Minor,0.109,0.531,3.66e-6,0.0558,0.622,113.011,196
Rap,Gangster Rap,0.635,0.756,B,-3.822,Minor,0.353,0.191,0,0.129,0.315,89.465,180.24
Rap,Gangster Rap,0.673,0.657,D,-4.45,Major,0.374,0.239,0,0.107,0.271,156.925,184.239
Rap,Gangster Rap,0.906,0.728,B,-6.131,Minor,0.266,0.264,0,0.104,0.167,117.083,147.285
Rap,Gangster Rap,0.664,0.854,C,-4.925,Major,0.553,0.111,0,0.276,0.754,125.411,130.957
Rap,Gangster Rap,0.755,0.554,G,-7.449,Minor,0.106,0.122,3.77e-4,0.109,0.178,137.075,200.821
Rap,Gangster Rap,0.814,0.576,A sharp/B flat,-6.729,Minor,0.272,0.597,6.29e-5,0.274,0.702,131.978,236.565
Rap,Gangster Rap,0.868,0.748,G sharp/A flat,-6.356,Major,0.224,0.293,0,0.386,0.638,119.887,290.4
Rap,Gangster Rap,0.854,0.618,B,-9.215,Minor,0.322,0.116,0,0.0946,0.44,99.96,211.6
Rap,Gangster Rap,0.89,0.512,B,-7.828,Minor,0.299,0.173,0,0.132,0.395,120.924,236.071
Rap,Gangster Rap,0.69,0.486,B,-7.581,Minor,0.44,0.135,4.99e-4,0.0891,0.538,102.964,201.493
Rap,Gangster Rap,0.712,0.84,C sharp/D flat,-4.989,Major,0.283,0.221,0,0.123,0.299,150.163,166
Rap,Gangster Rap,0.587,0.785,A sharp/B flat,-6.106,Minor,0.331,0.198,0,0.167,0.33,88.037,363.2
Rap,Gangster Rap,0.82,0.782,A sharp/B flat,-5.469,Minor,0.326,0.0315,0,0.118,0.608,144.962,198.853
Rap,Gangster Rap,0.922,0.573,A,-5.161,Major,0.277,0.131,0,0.305,0.66,93.929,230.053
Rap,Gangster Rap,0.889,0.768,E,-9.148,Minor,0.131,0.128,0,0.0769,0.808,104.653,241.48
Rap,Gangster Rap,0.769,0.841,G,-2.747,Major,0.0465,0.0309,1.01e-6,0.41,0.77,91.528,284.427
Rap,Gangster Rap,0.723,0.73,A,-4.573,Minor,0.287,0.268,0,0.0639,0.764,84.708,249.587
Rap,Gangster Rap,0.755,0.738,B,-6.792,Minor,0.152,0.162,1.98e-5,0.173,0.744,154.788,367.96
Rap,Gangster Rap,0.889,0.621,A sharp/B flat,-8.267,Minor,0.214,0.195,0,0.0772,0.439,94.004,311.787
Rap,Gangster Rap,0.747,0.52,A sharp/B flat,-10.523,Minor,0.0357,0.0977,0.0537,0.142,0.601,92.869,232.773
Rap,Gangster Rap,0.785,0.793,C sharp/D flat,-7.915,Major,0.163,0.22,0.718,0.124,0.655,88.902,310.6
Rap,Gangster Rap,0.744,0.849,E,-8.061,Minor,0.326,0.409,0,0.251,0.621,97.995,298.867
Rap,Gangster Rap,0.692,0.744,D,-4.565,Major,0.257,0.00868,4.23e-4,0.359,0.0612,171.374,326.467
Rap,Gangster Rap,0.78,0.768,F sharp/G flat,-4.325,Minor,0.238,0.0371,2.34e-6,0.518,0.507,80.063,404.107
Rap,Gangster Rap,0.494,0.724,F sharp/G flat,-3.918,Minor,0.329,0.00589,0,0.0344,0.534,86.24,310.44
Rap,Gangster Rap,0.685,0.686,G,-6.311,Major,0.292,0.0036,0,0.0959,0.682,94.188,338.813
Rap,Gangster Rap,0.84,0.798,G sharp/A flat,-5.079,Major,0.0699,0.045,4.32e-5,0.172,0.695,100.175,246.347
Rap,Gangster Rap,0.856,0.904,G sharp/A flat,-4.804,Major,0.139,0.0253,3.16e-5,0.0537,0.855,99.247,246.533
Rap,Gangster Rap,0.464,0.785,B,-6.902,Minor,0.158,0.0241,0,0.121,0.705,164.223,238.267
Rap,Gangster Rap,0.697,0.943,D,-4.954,Major,0.175,0.00269,0,0.0773,0.754,99.468,212.853
Rap,Gangster Rap,0.845,0.884,F sharp/G flat,-4.506,Minor,0.0759,0.0128,2.1e-6,0.203,0.904,104.536,257.4
Rap,Gangster Rap,0.803,0.444,F sharp/G flat,-10.268,Minor,0.132,0.031,0.0227,0.112,0.584,92.035,203.027
Rap,Gangster Rap,0.785,0.556,C,-11.7,Minor,0.271,0.0288,0,0.482,0.601,98.836,322.227
Rap,Gangster Rap,0.859,0.792,D,-4.007,Major,0.141,0.065,0,0.3,0.766,103.201,276.813
Rap,Gangster Rap,0.813,0.897,F sharp/G flat,-4.592,Minor,0.264,0.0157,0.00106,0.0391,0.863,93.029,312.64
Rap,Gangster Rap,0.763,0.84,G sharp/A flat,-3.704,Major,0.0929,0.0346,0,0.0601,0.748,92.477,287.547
Rap,Gangster Rap,0.794,0.773,F sharp/G flat,-6.065,Major,0.166,0.00286,2.72e-4,0.326,0.553,92.465,283.373
Rap,Gangster Rap,0.749,0.679,F,-5.889,Minor,0.238,0.0177,9.33e-6,0.406,0.672,85.04,293.667
Rap,Gangster Rap,0.897,0.458,A,-11.01,Major,0.279,0.0208,0,0.419,0.513,92.928,206.827
Rap,Gangster Rap,0.887,0.539,A sharp/B flat,-9.857,Minor,0.265,0.00942,0,0.166,0.56,82.024,326.04
Rap,Gangster Rap,0.763,0.541,A,-8.843,Minor,0.329,0.466,0,0.0693,0.885,90.032,217.467
Rap,Gangster Rap,0.422,0.171,C sharp/D flat,-13.864,Minor,0.0352,0.169,1.68e-5,0.127,0.363,187.002,179.413
Rap,Gangster Rap,0.908,0.557,G sharp/A flat,-4.243,Minor,0.107,0.242,0,0.0709,0.897,90.032,230.133
Rap,Gangster Rap,0.835,0.718,C sharp/D flat,-6.405,Major,0.232,0.0424,0,0.258,0.507,94.387,244.253
Rap,Gangster Rap,0.652,0.814,C sharp/D flat,-4.901,Major,0.31,0.164,0,0.36,0.788,91.888,275.893
Rap,Gangster Rap,0.672,0.761,C,-9.644,Major,0.248,0.0514,0,0.474,0.731,102.192,244.733
Rap,Gangster Rap,0.754,0.575,A,-8.22,Major,0.366,0.0977,0,0.474,0.561,180.389,272.834
Rap,Gangster Rap,0.825,0.914,A,-3.938,Major,0.246,0.0535,0,0.255,0.782,106.242,168.333
Rap,Gangster Rap,0.869,0.687,C sharp/D flat,-6.816,Major,0.263,0.0208,1e-6,0.114,0.668,96.006,233.787
Rap,Gangster Rap,0.828,0.607,C sharp/D flat,-6.241,Major,0.0432,0.0769,6.83e-4,0.108,0.409,101.012,275.56
Rap,Gangster Rap,0.769,0.676,D,-9.038,Major,0.343,0.0459,0,0.111,0.704,96.976,267.227
Rap,Gangster Rap,0.615,0.648,F,-3.792,Minor,0.22,0.0411,0,0.277,0.26,169.912,223.147
Rap,Gangster Rap,0.895,0.49,A sharp/B flat,-10.31,Minor,0.251,0.0125,0.00101,0.142,0.257,83.508,227.727
Rap,Gangster Rap,0.874,0.568,B,-5.896,Minor,0.224,0.0698,1.38e-5,0.149,0.46,139.995,237.4
Rap,Gangster Rap,0.729,0.672,G,-6.749,Major,0.282,0.0265,0,0.244,0.595,159.903,171.333
Rap,Gangster Rap,0.842,0.587,G,-6.677,Minor,0.069,0.00941,3.37e-4,0.111,0.135,145.016,202.804
Rap,Gangster Rap,0.383,0.69,A sharp/B flat,-5.299,Minor,0.452,0.0259,0,0.422,0.242,70.929,372.707
Rap,Gangster Rap,0.487,0.729,D,-6.815,Major,0.271,0.0538,4.07e-6,0.44,0.217,91.048,350.12
Rap,Gangster Rap,0.696,0.801,F,-5.641,Minor,0.0952,0.0469,0,0.502,0.536,93.003,211.909
Rap,Gangster Rap,0.771,0.657,C sharp/D flat,-5.772,Minor,0.0719,2.43e-4,0,0.271,0.119,138.956,304.253
Rap,Gangster Rap,0.366,0.667,C sharp/D flat,-5.683,Major,0.246,0.00212,0,0.398,0.51,76.627,217.52
Rap,Gangster Rap,0.629,0.853,C,-4.36,Major,0.104,0.00189,0,0.34,0.373,78.033,320.16
Rap,Gangster Rap,0.705,0.579,C sharp/D flat,-6.952,Major,0.341,0.0929,0,0.0758,0.497,120.006,224.001
Rap,Gangster Rap,0.857,0.484,A,-6.578,Major,0.267,0.734,0,0.14,0.211,95.001,202.32
Rap,Gangster Rap,0.742,0.649,C,-4.466,Major,0.306,0.0248,0,0.52,0.446,169.951,242.313
Rap,Gangster Rap,0.845,0.705,D,-3.239,Major,0.197,0.331,0,0.14,0.287,86.989,253.793
Rap,Gangster Rap,0.821,0.912,A,-4.319,Major,0.308,0.213,0,0.501,0.574,106.001,193.585
Rap,Gangster Rap,0.733,0.883,D sharp/E flat,-4.46,Major,0.294,0.0299,1.15e-6,0.343,0.519,111.023,185.946
Rap,Gangster Rap,0.831,0.783,F,-6.719,Major,0.0527,0.079,1.27e-6,0.35,0.771,140.046,218.44
Rap,Gangster Rap,0.823,0.564,C sharp/D flat,-6.617,Major,0.116,0.151,0,0.122,0.348,131.988,195.413
Rap,Gangster Rap,0.769,0.632,A sharp/B flat,-4.228,Minor,0.0537,0.0325,0,0.116,0.294,131.932,176.387
Rap,Gangster Rap,0.751,0.597,A,-6.59,Minor,0.125,0.0659,0,0.0881,0.159,123.997,202.533
Rap,Gangster Rap,0.959,0.598,G sharp/A flat,-5.534,Major,0.0713,0.0358,0,0.358,0.408,127.029,213
Rap,Gangster Rap,0.634,0.665,F sharp/G flat,-5.984,Minor,0.176,0.0172,0,0.365,0.611,131.108,237.8
Rap,Gangster Rap,0.592,0.701,A sharp/B flat,-4.014,Minor,0.0858,0.0451,0,0.327,0.282,129.501,280.615
Rap,Gangster Rap,0.456,0.76,C sharp/D flat,-3.015,Minor,0.0988,0.0337,0,0.228,0.189,148.063,198.92
Rap,Gangster Rap,0.897,0.661,G sharp/A flat,-6.2,Minor,0.27,0.0633,0,0.116,0.193,127.081,334.467
Rap,Gangster Rap,0.842,0.498,C sharp/D flat,-6.838,Minor,0.505,0.0747,0,0.123,0.32,150.933,179.507
Rap,Gangster Rap,0.457,0.899,A sharp/B flat,-2.591,Minor,0.132,0.0019,0,0.831,0.298,147.268,215.51
Rap,Gangster Rap,0.684,0.549,A,-5.695,Major,0.248,0.11,0,0.125,0.277,81.441,222.36
Rap,Gangster Rap,0.45,0.449,D,-12.037,Major,0.156,0.00791,0,0.173,0.139,135.45,220.934
Rap,Gangster Rap,0.754,0.909,F sharp/G flat,-3.323,Minor,0.23,0.138,0,0.281,0.591,126.994,220.079
Rap,Gangster Rap,0.877,0.391,C sharp/D flat,-8.196,Major,0.063,0.0317,5.02e-4,0.0945,0.122,131.018,189.23
Rap,Gangster Rap,0.457,0.895,C sharp/D flat,-5.987,Major,0.0722,0.00112,0,0.523,0.236,139.923,249.8
Rap,Gangster Rap,0.681,0.407,A,-9.795,Major,0.504,0.0305,0,0.0919,0.155,193.122,233.507
Rap,Gangster Rap,0.581,0.819,E,-3.834,Minor,0.317,0.141,0,0.325,0.561,154.287,219.888
Rap,Gangster Rap,0.651,0.741,E,-5.067,Minor,0.0408,0.00293,1.2e-5,0.217,0.386,168.02,232.773
Rap,Gangster Rap,0.554,0.899,G sharp/A flat,-4.573,Major,0.408,0.0521,0,0.0568,0.552,171.966,227.893
Rap,Gangster Rap,0.786,0.625,F sharp/G flat,-4.194,Major,0.0542,0.293,0,0.15,0.216,123.983,248.506
Rap,Gangster Rap,0.732,0.75,B,-6.366,Minor,0.231,0.00264,0,0.109,0.401,155.096,182.707
Rap,Gangster Rap,0.795,0.568,F,-7.817,Minor,0.142,0.0541,0,0.108,0.478,136.173,198.944
Rap,Gangster Rap,0.835,0.584,E,-9.02,Minor,0.0655,0.057,0,0.355,0.171,119.987,270.28
Rap,Gangster Rap,0.913,0.498,D,-10.742,Major,0.165,0.0829,0.0369,0.0799,0.217,123.975,261.733
Rap,Gangster Rap,0.794,0.723,A sharp/B flat,-5.278,Minor,0.055,0.00338,3.7e-6,0.149,0.161,141.995,164.781
Rap,Gangster Rap,0.611,0.571,C sharp/D flat,-6.371,Major,0.119,0.00362,0,0.902,0.175,142.162,199.447
Rap,Gangster Rap,0.742,0.604,G sharp/A flat,-7.278,Minor,0.415,0.0325,0,0.599,0.52,134.96,231.786
Rap,Gangster Rap,0.799,0.826,D,-4.878,Major,0.0532,0.0413,0,0.412,0.323,100.033,208.627
Rap,Gangster Rap,0.541,0.734,G,-4.232,Minor,0.166,0.0621,0,0.12,0.321,162.304,267.72
Rap,Gangster Rap,0.838,0.771,C sharp/D flat,-3.791,Major,0.244,0.0117,0,0.0853,0.405,175.957,245.387
Rap,Gangster Rap,0.936,0.523,F,-6.71,Major,0.0597,0.239,0,0.117,0.699,119.889,124.056
Rap,Gangster Rap,0.853,0.558,C sharp/D flat,-7.448,Major,0.202,0.0462,0,0.341,0.654,142.079,205.879
Rap,Gangster Rap,0.893,0.48,C sharp/D flat,-3.728,Minor,0.356,0.00854,0,0.116,0.382,86.976,170.638
Rap,Gangster Rap,0.775,0.621,C sharp/D flat,-7.634,Major,0.295,0.332,0,0.122,0.15,118.843,252.04
Rap,Gangster Rap,0.725,0.692,F,-5.742,Minor,0.257,0.00841,0,0.0912,0.298,169.025,159.4
Rap,Gangster Rap,0.853,0.688,G sharp/A flat,-6.509,Minor,0.296,0.0118,0,0.151,0.565,150.012,166.693
Rap,Gangster Rap,0.86,0.561,F sharp/G flat,-5.757,Minor,0.185,0.274,0,0.108,0.354,152.984,189.48
Rap,Gangster Rap,0.8,0.523,C sharp/D flat,-6.578,Major,0.107,0.00108,0,0.352,0.379,147.057,144.142
Rap,Gangster Rap,0.814,0.743,A,-2.968,Major,0.159,0.152,0,0.163,0.367,107.996,214.587
Rap,Gangster Rap,0.779,0.777,F sharp/G flat,-5.608,Major,0.0416,0.308,0,0.14,0.391,100.971,173.511
Rap,Gangster Rap,0.884,0.346,G sharp/A flat,-8.228,Minor,0.351,0.0151,7.04e-6,0.0871,0.376,75.016,220.307
Rap,Gangster Rap,0.88,0.428,A,-8.28,Major,0.206,0.149,5.07e-5,0.114,0.333,100.007,172.8
Rap,Gangster Rap,0.636,0.535,G sharp/A flat,-8.021,Minor,0.0366,0.329,6e-4,0.136,0.197,159.825,171.363
Rap,Gangster Rap,0.782,0.436,D,-7.033,Major,0.155,0.331,1.3e-5,0.342,0.243,82.994,268.933
Rap,Gangster Rap,0.762,0.854,A sharp/B flat,-3.88,Minor,0.0609,0.261,0,0.435,0.451,124.996,245.798
Rap,Gangster Rap,0.763,0.468,D,-8.476,Major,0.278,0.0211,0,0.26,0.351,131.004,267.427
Rap,Gangster Rap,0.835,0.413,C sharp/D flat,-9.81,Major,0.396,0.373,0.00133,0.101,0.111,149.004,258.88
Rap,Gangster Rap,0.845,0.399,C sharp/D flat,-7.509,Major,0.309,0.00525,0.74,0.102,0.148,143.049,257.6
Rap,Gangster Rap,0.875,0.535,B,-6.534,Major,0.146,0.237,0,0.108,0.178,95.001,175.511
