"Genre","SubGenre","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Duration"
"Rock","Permanent Wave",0.671,0.766,"D",-3.1,"Major",0.0378,0.00224,0.000154,0.159,0.726,104.99,184.2
"Rock","Hard Rock",0.346,0.828,"Asharp/Bflat",-6.512,"Minor",0.0388,0.00263,2.97e-05,0.893,0.252,131.297,368.12
"R&B","Hip-Pop",0.805,0.653,"G",-7.076,"Minor",0.0829,0.109,0,0.074,0.417,92.017,173.054
"EDM","Big Room",0.669,0.941,"B",-3.418,"Major",0.0498,0.00119,0.00697,0.976,0.518,127.977,136.895
"R&B","Neo Soul",0.673,0.491,"C",-10.744,"Major",0.0278,0.00018,0.0025,0.136,0.331,115.29,239.453
"EDM","Big Room",0.748,0.899,"Csharp/Dflat",-4.317,"Minor",0.225,0.241,3.43e-05,0.0816,0.486,125.97,165.754
"R&B","Urban Contemporary",0.641,0.539,"F",-6.351,"Minor",0.0463,0.346,7.04e-06,0.0837,0.436,148.004,286.68
"Rock","Album Rock",0.328,0.723,"D",-7.842,"Major",0.0434,0.13,0.0857,0.369,0.749,144.832,199.533
"Rock","Permanent Wave",0.509,0.843,"Csharp/Dflat",-3.318,"Minor",0.0488,0.000671,0.000803,0.348,0.332,140.055,238.4
"Rock","Classic Rock",0.645,0.795,"G",-12.095,"Major",0.0527,0.347,0.00389,0.104,0.535,112.067,251.489
"R&B","Neo Soul",0.75,0.458,"Csharp/Dflat",-9.092,"Major",0.0803,0.226,3.25e-05,0.137,0.536,83.61,301.133
"R&B","Hip-Pop",0.382,0.283,"Fsharp/Gflat",-9.357,"Major",0.0292,0.786,0.00478,0.111,0.0441,95.3,249.063
"Pop","Electropop",0.778,0.463,"B",-7.603,"Major",0.0389,0.546,0.00289,0.0731,0.496,121.999,194.84
"EDM","Big Room",0.567,0.772,"F",-4.261,"Major",0.058,0.000466,3.25e-05,0.254,0.11,128.074,185.625
"Latin","Latin Pop",0.74,0.498,"B",-6.684,"Minor",0.0456,0.0169,0.00282,0.319,0.652,98.016,207.039
"Pop","Dance Pop",0.6,0.666,"B",-9.827,"Major",0.0394,0.102,0,0.118,0.566,99.989,193.176
"R&B","Neo Soul",0.851,0.525,"F",-6.38,"Major",0.235,0.348,0,0.235,0.746,98.997,273.893
"Pop","Indie Poptimism",0.64,0.498,"Dsharp/Eflat",-8.678,"Minor",0.0322,0.0502,0.105,0.227,0.27,128.068,188.073
"Rap","Southern Hip-Hop",0.824,0.656,"Csharp/Dflat",-6.571,"Major",0.224,0.0026,0.00251,0.144,0.707,125.006,426.853
"EDM","Pop EDM",0.656,0.752,"E",-5.622,"Major",0.0378,0.354,1.1e-05,0.0707,0.477,128.029,199.247
"Rap","Southern Hip-Hop",0.654,0.881,"A",-5.557,"Minor",0.355,0.212,1.54e-06,0.281,0.907,176.031,230.468
"Rock","Hard Rock",0.395,0.252,"C",-13.589,"Major",0.0301,0.8,0,0.101,0.126,177.679,264.333
"Latin","Latin Hip-Hop",0.855,0.668,"B",-4.892,"Major",0.0644,0.0242,0,0.102,0.803,125.846,210.307
"R&B","Urban Contemporary",0.639,0.633,"Dsharp/Eflat",-7.338,"Minor",0.0352,0.574,0.000218,0.111,0.243,129.996,258.453
"EDM","Progessive Electro House",0.73,0.494,"Fsharp/Gflat",-9.404,"Minor",0.0587,9.87e-05,0.863,0.111,0.136,127.996,379.967
"EDM","Progessive Electro House",0.713,0.909,"Dsharp/Eflat",-4.274,"Major",0.0306,0.00303,0.000706,0.699,0.438,132.022,187.273
"Pop","Electropop",0.774,0.878,"A",-6.996,"Minor",0.0335,0.0142,0.0828,0.0659,0.972,125.007,187.547
"Pop","Dance Pop",0.437,0.774,"Gsharp/Aflat",-4.918,"Major",0.0554,0.148,0,0.133,0.329,123.125,203.733
"Latin","Latin Pop",0.754,0.875,"G",-1.94,"Minor",0.0407,0.395,0,0.0905,0.967,97.522,263.92
"Latin","Reggaeton",0.764,0.753,"C",-3.964,"Major",0.0779,0.308,0,0.118,0.714,95.109,270.187
"Rap","Southern Hip-Hop",0.706,0.732,"D",-5.378,"Major",0.279,0.0523,0,0.246,0.625,85.002,270.56
"Rap","Southern Hip-Hop",0.838,0.828,"Asharp/Bflat",-4.172,"Minor",0.267,0.0381,0,0.0642,0.721,88.012,251.507
"EDM","Big Room",0.509,0.79,"Fsharp/Gflat",-3.782,"Minor",0.0374,0.332,6.67e-05,0.316,0.638,127.946,208.316
"R&B","Neo Soul",0.567,0.5,"B",-9.294,"Major",0.033,0.369,5.5e-05,0.53,0.391,80.626,342.067
"Pop","Electropop",0.819,0.663,"Csharp/Dflat",-7.436,"Minor",0.032,0.209,0.00501,0.109,0.847,140.024,206.686
"Pop","Indie Poptimism",0.686,0.582,"Asharp/Bflat",-6.088,"Major",0.0371,0.489,8.09e-06,0.082,0.437,121.97,198.971
"Latin","Reggaeton",0.781,0.866,"F",-3.493,"Minor",0.0867,0.216,0,0.101,0.864,95.993,165.646
"EDM","Electro House",0.307,0.671,"D",-9.049,"Major",0.0443,0.728,0.94,0.0925,0.248,199.833,241.871
"Rock","Hard Rock",0.584,0.908,"D",-4.46,"Major",0.0568,0.00648,0,0.373,0.546,141.988,221.268
"EDM","Electro House",0.679,0.902,"G",-5.719,"Minor",0.0358,0.0141,0.0828,0.304,0.347,124.016,174.734
"R&B","New Jack Swing",0.656,0.388,"F",-9.079,"Minor",0.0297,0.536,0,0.305,0.461,102.036,253.013
"EDM","Pop EDM",0.444,0.819,"Asharp/Bflat",-4.078,"Minor",0.341,0.106,0,0.107,0.747,82.695,187.973
"Pop","Post-Teen Pop",0.705,0.64,"B",-6.928,"Minor",0.225,0.0237,0,0.262,0.887,144.077,203.76
"Pop","Indie Poptimism",0.591,0.519,"Csharp/Dflat",-9.077,"Major",0.279,0.0637,0.000238,0.154,0.588,117.159,190.28
"Rap","Southern Hip-Hop",0.457,0.941,"Fsharp/Gflat",-5.174,"Major",0.0339,0.000136,3.12e-06,0.0896,0.704,154.038,201.68
"Rap","Trap",0.62,0.672,"Csharp/Dflat",-5.508,"Minor",0.233,0.0472,0,0.086,0.504,142.859,199.156
"R&B","Neo Soul",0.655,0.914,"B",-6.528,"Minor",0.442,0.229,0.688,0.111,0.359,120.125,176
"EDM","Big Room",0.649,0.82,"E",-3.812,"Major",0.0558,0.121,0,0.0771,0.349,128.096,186.094
"Pop","Post-Teen Pop",0.535,0.562,"Csharp/Dflat",-8.159,"Minor",0.316,0.307,0.000868,0.111,0.35,90.076,178.833
"Pop","Electropop",0.684,0.834,"D",-4.524,"Minor",0.0675,0.0646,0,0.271,0.538,164.02,217.667
"EDM","Progessive Electro House",0.649,0.784,"Fsharp/Gflat",-4.266,"Minor",0.0325,0.00568,0.000474,0.0878,0.289,127.985,282.041
"Latin","Latin Pop",0.832,0.608,"Fsharp/Gflat",-6.042,"Minor",0.0385,0.282,0,0.0761,0.589,94.013,198.707
"Latin","Latin Pop",0.644,0.945,"G",-5.158,"Major",0.0415,0.019,2.63e-06,0.14,0.832,101.994,217.741
"Rap","Southern Hip-Hop",0.801,0.588,"Csharp/Dflat",-7.386,"Minor",0.234,0.00876,0,0.401,0.447,82.018,262.107
"Rock","Permanent Wave",0.82,0.452,"Csharp/Dflat",-9.796,"Major",0.0348,0.543,0.00294,0.0714,0.74,117.401,253.92
"Latin","Reggaeton",0.708,0.795,"Csharp/Dflat",-4.71,"Major",0.116,0.0339,0,0.362,0.731,95.039,218.996
"EDM","Progessive Electro House",0.78,0.873,"Dsharp/Eflat",-5.96,"Minor",0.0431,0.041,0.902,0.188,0.734,124.002,206.462
"EDM","Electro House",0.745,0.938,"G",-3.877,"Major",0.0695,0.00186,0.946,0.0915,0.686,128.034,289
"Latin","Tropical",0.318,0.179,"Gsharp/Aflat",-35.427,"Major",0.479,0.877,3.82e-05,0.226,0.422,97.368,45
"Pop","Electropop",0.678,0.82,"Csharp/Dflat",-6.437,"Minor",0.0382,0.0263,0.119,0.0945,0.783,105.013,223.933
"Latin","Tropical",0.698,0.653,"A",-6.365,"Major",0.0521,0.424,0,0.321,0.381,100.976,186.61
"EDM","Electro House",0.68,0.867,"G",-5.128,"Minor",0.0437,0.0802,0.0423,0.0734,0.286,126.078,173.81
"Latin","Latin Hip-Hop",0.475,0.537,"Gsharp/Aflat",-5.352,"Major",0.278,0.0726,0,0.141,0.466,83.185,146.76
"Rock","Classic Rock",0.57,0.894,"Asharp/Bflat",-5.179,"Minor",0.0448,0.00292,0.000299,0.109,0.288,120.035,336.453
"R&B","Neo Soul",0.513,0.699,"Csharp/Dflat",-6.903,"Minor",0.284,0.287,0,0.118,0.306,173.845,185.747
"Rap","Trap",0.829,0.723,"Gsharp/Aflat",-3.743,"Minor",0.105,0.176,0,0.0877,0.721,92.956,237.907
"Latin","Latin Pop",0.594,0.581,"F",-7.05,"Major",0.0345,0.018,0.000838,0.109,0.068,112.002,373.696
"Latin","Latin Hip-Hop",0.768,0.537,"Fsharp/Gflat",-6.485,"Major",0.145,0.598,5e-04,0.0748,0.77,91.15,195.868
"Rock","Permanent Wave",0.375,0.474,"Gsharp/Aflat",-7.856,"Minor",0.0308,0.736,9.75e-05,0.287,0.392,101.976,282.671
"EDM","Big Room",0.698,0.69,"E",-8.705,"Minor",0.0403,0.0206,0.56,0.195,0.468,119.998,228.25
"Pop","Indie Poptimism",0.821,0.58,"E",-10.243,"Minor",0.0708,0.0805,0.00208,0.152,0.346,120.012,231.493
"R&B","Neo Soul",0.546,0.678,"G",-5.685,"Minor",0.0432,0.175,0,0.761,0.455,116.922,243.08
"Rock","Classic Rock",0.49,0.878,"G",-5.833,"Major",0.0393,0.000893,3.83e-06,0.0947,0.414,132.022,162.273
"EDM","Electro House",0.709,0.968,"G",-2.876,"Major",0.195,0.00194,0.363,0.121,0.0394,127.992,195
"R&B","Urban Contemporary",0.804,0.495,"A",-12.448,"Minor",0.153,0.33,0,0.343,0.86,89.998,284.761
"Rock","Permanent Wave",0.502,0.912,"Csharp/Dflat",-4.556,"Major",0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301.92
"Rap","Hip-Hop",0.73,0.219,"F",-15.187,"Minor",0.0515,0.0814,0.858,0.106,0.287,91.007,163.963
"Rock","Permanent Wave",0.818,0.705,"Fsharp/Gflat",-6.679,"Major",0.177,0.00836,0.00233,0.613,0.772,138.559,222.64
"Rap","Hip-Hop",0.639,0.265,"Fsharp/Gflat",-17.125,"Major",0.061,0.88,0.646,0.87,0.137,82.021,159.017
"Rap","Southern Hip-Hop",0.717,0.578,"C",-8.563,"Minor",0.154,0.163,0,0.106,0.42,127.757,239.107
"Rock","Classic Rock",0.489,0.724,"F",-8.367,"Major",0.0352,0.313,0.185,0.287,0.15,117.292,300.4
"Latin","Reggaeton",0.81,0.723,"E",-5.2,"Minor",0.194,0.409,0,0.137,0.738,92.993,222.867
"Rock","Album Rock",0.416,0.69,"E",-7.362,"Minor",0.0337,0.0581,0.000372,0.345,0.529,84.619,166.853
"Rap","Trap",0.581,0.662,"A",-5.239,"Major",0.303,0.0153,0,0.111,0.434,93.023,189.487
"Pop","Indie Poptimism",0.528,0.844,"D",-5.095,"Major",0.16,0.0761,0,0.133,0.581,148.018,208.026
"Rock","Hard Rock",0.557,0.886,"B",-4.196,"Minor",0.0498,0.000595,9.84e-05,0.0904,0.17,114.025,262.44
"Rock","Hard Rock",0.428,0.948,"B",-5.516,"Minor",0.0824,7.35e-06,0.000222,0.288,0.309,139.956,280.573
"EDM","Electro House",0.722,0.687,"C",-5.189,"Major",0.0556,0.00949,0.00413,0.0462,0.619,128.013,373.627
"R&B","New Jack Swing",0.675,0.956,"F",-5.345,"Minor",0.053,0.326,0.00333,0.315,0.818,108.167,361.173
"Latin","Tropical",0.842,0.29,"B",-12.099,"Minor",0.121,0.228,0.904,0.114,0.405,79.985,212.079
"Pop","Indie Poptimism",0.693,0.65,"Csharp/Dflat",-8.376,"Major",0.192,0.0398,0,0.186,0.663,85.026,218.48
"Latin","Reggaeton",0.842,0.56,"B",-8.044,"Major",0.0998,0.771,0.119,0.101,0.439,122.019,149.508
"Rock","Classic Rock",0.359,0.854,"B",-9.799,"Minor",0.0418,0.00194,0.00767,0.841,0.472,99.414,333.227
"Latin","Reggaeton",0.795,0.579,"C",-6.48,"Minor",0.0426,0.188,0,0.0788,0.637,115.032,200.2
"Pop","Indie Poptimism",0.783,0.467,"Fsharp/Gflat",-9.474,"Major",0.0503,0.729,0.809,0.109,0.236,90.838,237.793
"Latin","Reggaeton",0.687,0.778,"Csharp/Dflat",-6.623,"Minor",0.101,0.209,0,0.117,0.865,172.047,240.733
"Rock","Album Rock",0.53,0.683,"D",-7.13,"Major",0.0313,0.234,0.311,0.274,0.694,174.441,472.4
"Rap","Southern Hip-Hop",0.776,0.736,"A",-6.308,"Major",0.255,0.0101,0,0.18,0.536,159.838,244.187
"Rock","Album Rock",0.475,0.576,"A",-13.059,"Major",0.0312,0.0218,0.0221,0.391,0.524,96.378,397.773
"EDM","Electro House",0.44,0.867,"D",-4.402,"Major",0.061,0.552,9.45e-06,0.115,0.452,123.43,203.226
"Rap","Hip-Hop",0.796,0.586,"E",-6.946,"Minor",0.147,0.0247,0,0.132,0.179,97.981,200.107
"Latin","Latin Hip-Hop",0.705,0.78,"G",-6.267,"Major",0.0805,0.456,0.00152,0.115,0.457,142.028,218.228
"Rock","Album Rock",0.175,0.356,"G",-10.809,"Major",0.0351,0.0934,0.491,0.66,0.173,128.706,265.893
"Latin","Tropical",0.704,0.584,"F",-11.159,"Minor",0.0452,0.386,0.788,0.324,0.769,146.033,88.767
"Latin","Tropical",0.579,0.776,"A",-6.594,"Minor",0.0478,0.0023,3.36e-06,0.255,0.565,123.95,177.17
"Pop","Electropop",0.64,0.875,"C",-5.999,"Major",0.388,0.00086,0.0107,0.0599,0.27,104.974,276.853
"Latin","Latin Pop",0.847,0.798,"A",-4.926,"Major",0.05,0.222,0,0.0675,0.961,121.981,228.545
"Pop","Dance Pop",0.555,0.813,"C",-5.792,"Major",0.033,0.0201,0,0.165,0.435,125.034,213.12
"Rock","Classic Rock",0.67,0.591,"G",-6.012,"Major",0.0646,0.62,0,0.373,0.8,91.439,217.613
"Rap","Gangster Rap",0.849,0.521,"B",-12.999,"Minor",0.216,0.306,1.65e-06,0.115,0.763,95.262,248.867
"Rock","Classic Rock",0.686,0.632,"A",-11.433,"Major",0.0353,0.0398,2.2e-06,0.0686,0.88,118.965,192.133
"Rap","Gangster Rap",0.935,0.429,"Csharp/Dflat",-6.697,"Major",0.118,0.0308,0,0.102,0.0769,139.987,123.481
"Rock","Classic Rock",0.453,0.788,"G",-5.712,"Major",0.0326,0.00283,0.000119,0.441,0.793,126.737,322.093
"EDM","Progessive Electro House",0.789,0.945,"E",-2.343,"Minor",0.0754,0.2,0.862,0.0705,0.154,128.025,360
"Rap","Hip-Hop",0.676,0.609,"D",-5.831,"Minor",0.481,0.0706,0,0.152,0.508,142.037,237.735
"Pop","Dance Pop",0.738,0.55,"F",-9.845,"Minor",0.0473,0.00919,0.000648,0.0772,0.599,110.024,311.976
"Rap","Hip-Hop",0.797,0.0832,"B",-12.673,"Major",0.203,0.484,0.81,0.239,0.51,160.048,131
"Rap","Gangster Rap",0.536,0.948,"F",-3.08,"Minor",0.38,0.158,0,0.356,0.761,186.068,286.267
"EDM","Pop EDM",0.591,0.582,"B",-10.979,"Major",0.031,0.0105,2.95e-06,0.107,0.65,114.978,191.04
"Pop","Indie Poptimism",0.568,0.746,"G",-5.437,"Major",0.0462,0.0054,0,0.162,0.409,125.04,191.64
"EDM","Pop EDM",0.679,0.572,"F",-6.85,"Minor",0.0276,0.184,0,0.06,0.464,95.001,187.421
"R&B","Hip-Pop",0.618,0.823,"G",-4.76,"Major",0.0447,0.0132,0,0.288,0.58,82.004,171.88
"R&B","Urban Contemporary",0.295,0.76,"A",-3.55,"Major",0.0551,0.218,0,0.24,0.345,143.32,345.227
"EDM","Progessive Electro House",0.564,0.963,"Dsharp/Eflat",-1.501,"Minor",0.0549,0.00925,0.00258,0.351,0.594,128.011,229.219
"R&B","Urban Contemporary",0.518,0.596,"Fsharp/Gflat",-6.653,"Minor",0.124,0.569,0,0.133,0.326,100.28,190.867
"Rock","Hard Rock",0.456,0.93,"F",-3.596,"Major",0.186,0.00491,0.000191,0.159,0.416,148.749,238.68
"EDM","Electro House",0.845,0.881,"Csharp/Dflat",-3.709,"Major",0.231,0.0236,0.00507,0.0645,0.415,128.164,175.256
"Latin","Latin Pop",0.735,0.804,"Fsharp/Gflat",-6.476,"Minor",0.0347,0.0145,0,0.0716,0.539,130.018,233.2
"Latin","Tropical",0.746,0.846,"A",-2.432,"Major",0.048,0.0485,0,0.195,0.403,114.955,174.933
"Rock","Hard Rock",0.499,0.925,"G",-4.773,"Minor",0.0613,0.000264,0.000118,0.0978,0.194,127.994,293.236
"Latin","Latin Hip-Hop",0.706,0.558,"D",-7.237,"Minor",0.0593,0.146,0,0.118,0.227,110.443,223.253
"EDM","Pop EDM",0.699,0.727,"D",-7.858,"Major",0.0342,0.00401,0.325,0.0509,0.681,121.965,241.967
"R&B","Neo Soul",0.383,0.391,"F",-10.386,"Major",0.031,0.722,0,0.12,0.213,99.7,170.84
"Latin","Latin Hip-Hop",0.765,0.603,"Asharp/Bflat",-6.423,"Minor",0.242,0.0278,0,0.128,0.244,93.005,169.88
"R&B","New Jack Swing",0.558,0.695,"B",-7.853,"Minor",0.04,0.165,0.0017,0.216,0.621,169.564,299.627
"Latin","Latin Hip-Hop",0.864,0.612,"Asharp/Bflat",-3.785,"Minor",0.0472,0.000742,0.203,0.0656,0.604,107.99,181.352
"R&B","Neo Soul",0.638,0.467,"Dsharp/Eflat",-7.787,"Minor",0.0522,0.536,0,0.298,0.657,94.089,264.867
"R&B","Hip-Pop",0.604,0.77,"A",-4.404,"Major",0.135,0.172,0,0.131,0.792,84.459,162.337
"Rap","Hip-Hop",0.804,0.372,"B",-10.453,"Minor",0.243,0.495,0.891,0.0944,0.591,166.115,161.928
"Rap","Hip-Hop",0.644,0.318,"G",-14.637,"Major",0.0973,0.786,0.935,0.128,0.297,89.31,167.687
"Pop","Dance Pop",0.708,0.662,"A",-7.492,"Major",0.0791,0.0194,0.00132,0.0882,0.281,115.999,237.026
"R&B","Urban Contemporary",0.444,0.0924,"C",-15.605,"Major",0.0366,0.784,0,0.304,0.219,108.917,248.808
"R&B","Neo Soul",0.65,0.418,"Fsharp/Gflat",-12.363,"Major",0.0451,0.467,0.000108,0.101,0.265,127.206,233.857
"Pop","Indie Poptimism",0.697,0.681,"B",-6.833,"Minor",0.0302,0.0385,0.00024,0.152,0.683,123.983,199.093
"EDM","Electro House",0.635,0.784,"E",-2.814,"Major",0.175,0.000602,8.8e-06,0.101,0.212,128.067,285.942
"EDM","Electro House",0.876,0.847,"C",-4.595,"Major",0.0999,0.21,0.863,0.113,0.482,125.008,217.475
"R&B","Urban Contemporary",0.568,0.368,"B",-12.486,"Minor",0.447,0.321,0.000618,0.121,0.0544,79.697,183.454
"R&B","New Jack Swing",0.806,0.954,"Csharp/Dflat",-6.741,"Major",0.0514,0.0259,0.000617,0.176,0.701,115.229,283.934
"Rap","Southern Hip-Hop",0.721,0.508,"A",-10.564,"Major",0.363,0.0987,0,0.331,0.557,176.018,198.995
"Rap","Gangster Rap",0.935,0.805,"G",-4.782,"Major",0.225,0.0143,1.53e-06,0.298,0.624,105.641,234.36
"Pop","Dance Pop",0.64,0.757,"G",-5.532,"Major",0.0689,0.0261,0,0.127,0.413,104.943,208.968
"Pop","Electropop",0.761,0.92,"F",-5.773,"Major",0.413,0.0916,0,0.365,0.587,139.966,206.907
"R&B","Urban Contemporary",0.296,0.632,"Fsharp/Gflat",-5.93,"Major",0.0414,0.337,0,0.0878,0.179,129.881,394.12
"Latin","Latin Hip-Hop",0.747,0.528,"Fsharp/Gflat",-8.267,"Minor",0.0527,0.099,0,0.0845,0.603,86.964,216.32
"Rap","Hip-Hop",0.814,0.661,"C",-6.453,"Major",0.356,0.186,0,0.163,0.474,139.956,168.307
"Pop","Post-Teen Pop",0.775,0.68,"C",-5.508,"Minor",0.0629,0.00906,0,0.109,0.656,114.025,207.719
"Pop","Post-Teen Pop",0.531,0.771,"E",-6.162,"Major",0.0468,0.0735,0,0.17,0.617,159.973,224.333
"Pop","Post-Teen Pop",0.477,0.951,"Gsharp/Aflat",-2.499,"Minor",0.0558,0.0087,0,0.121,0.754,162.956,212.187
"Rock","Album Rock",0.276,0.647,"Asharp/Bflat",-7.64,"Minor",0.0282,0.025,0.0362,0.0999,0.0648,96.091,344.307
"Rock","Hard Rock",0.472,0.891,"G",-3.651,"Major",0.078,0.0062,1.88e-05,0.127,0.646,152.436,231.627
"EDM","Progessive Electro House",0.733,0.773,"Fsharp/Gflat",-7.515,"Major",0.0394,0.0498,0.877,0.652,0.679,128.1,169.13
"Pop","Dance Pop",0.65,0.855,"Fsharp/Gflat",-4.007,"Major",0.0673,0.00614,0.775,0.0351,0.679,123.986,181.94
"Latin","Latin Hip-Hop",0.471,0.924,"Gsharp/Aflat",-3.906,"Major",0.0586,0.00301,0,0.313,0.725,154.961,177.28
"EDM","Pop EDM",0.787,0.623,"C",-6.723,"Major",0.0751,0.00131,0.000902,0.0787,0.775,128.983,318.052
"Rap","Hip-Hop",0.91,0.443,"Gsharp/Aflat",-11.183,"Minor",0.23,0.103,0,0.103,0.45,100.982,105.533
"EDM","Big Room",0.34,0.861,"F",-5.088,"Major",0.0401,0.00219,0.0149,0.196,0.242,150.017,149.664
"EDM","Pop EDM",0.487,0.809,"Csharp/Dflat",-5.094,"Major",0.0345,0.109,0.000126,0.13,0.582,86.01,229.227
"EDM","Progessive Electro House",0.792,0.769,"C",-7.17,"Major",0.0536,0.0251,0.634,0.29,0.545,120.018,226.75
"Pop","Indie Poptimism",0.588,0.651,"F",-7.517,"Minor",0.0249,0.00141,0.00725,0.53,0.32,90.493,235.906
"Pop","Electropop",0.491,0.802,"E",-7.106,"Major",0.0392,0.25,0,0.387,0.472,119.25,248.907
"Rap","Gangster Rap",0.759,0.822,"G",-7.098,"Major",0.257,0.000826,4.34e-05,0.301,0.168,89.991,196.867
"Latin","Tropical",0.531,0.863,"Gsharp/Aflat",-4.082,"Major",0.114,0.121,0,0.123,0.584,120.055,172
"Pop","Electropop",0.672,0.834,"Fsharp/Gflat",-4.726,"Major",0.0305,0.00769,2.16e-06,0.0586,0.511,123.054,200.016
"R&B","Neo Soul",0.784,0.812,"B",-7.944,"Major",0.258,0.166,3.16e-06,0.443,0.395,115.064,163.826
"Rap","Southern Hip-Hop",0.584,0.791,"G",-6.514,"Major",0.245,0.057,0,0.323,0.692,180.183,245.36
"Latin","Latin Pop",0.716,0.871,"C",-7.336,"Minor",0.0606,0.0287,6.32e-06,0.117,0.967,123.851,188.72
"R&B","Neo Soul",0.431,0.773,"D",-5.002,"Major",0.0636,0.0264,0,0.348,0.504,111.387,270.927
"Latin","Tropical",0.713,0.726,"B",-9.408,"Major",0.083,0.00081,0.000402,0.103,0.934,160.094,228
"EDM","Electro House",0.787,0.981,"Csharp/Dflat",-2.725,"Major",0.213,0.014,0.00159,0.147,0.388,125.998,159.727
"R&B","Hip-Pop",0.826,0.365,"Csharp/Dflat",-7.024,"Major",0.0412,0.849,3.8e-06,0.186,0.802,85.244,239.324
"Latin","Latin Pop",0.597,0.945,"F",-6.264,"Minor",0.0917,0.1,7.07e-06,0.629,0.531,159.975,266.427
"Rock","Classic Rock",0.534,0.887,"C",-3.777,"Major",0.0345,0.0768,9.93e-05,0.325,0.72,122.494,249.293
"Rap","Trap",0.551,0.622,"D",-8.823,"Major",0.109,0.00805,0.0402,0.703,0.0739,180.165,209.485
"Rap","Hip-Hop",0.787,0.656,"B",-10.065,"Minor",0.39,0.357,7.72e-06,0.369,0.444,114.891,246.011
"R&B","New Jack Swing",0.667,0.899,"B",-7.084,"Minor",0.0809,0.0371,4.12e-06,0.541,0.738,101.477,246.373
"Rock","Album Rock",0.51,0.376,"D",-10.995,"Major",0.0307,0.865,0.000121,0.113,0.321,103.851,232.853
"Latin","Tropical",0.515,0.878,"G",-4.5,"Major",0.0583,0.337,1.08e-05,0.281,0.942,160.338,281.707
"Pop","Dance Pop",0.486,0.904,"D",-6.642,"Major",0.0364,0.000748,0.0984,0.187,0.118,143.048,208.45
"Pop","Dance Pop",0.596,0.681,"F",-7.321,"Minor",0.0597,0.0978,0.000236,0.103,0.393,99.961,195.683
"Pop","Post-Teen Pop",0.742,0.713,"Csharp/Dflat",-5.522,"Minor",0.0303,0.0205,0,0.059,0.879,120.032,189.96
"R&B","Urban Contemporary",0.556,0.45,"F",-11.874,"Major",0.0338,0.0105,0.0483,0.0707,0.25,117.99,379.227
"Latin","Latin Pop",0.658,0.863,"G",-3.575,"Minor",0.0352,0.287,1.53e-05,0.16,0.967,96.499,268.44
"EDM","Electro House",0.62,0.731,"G",-5.881,"Minor",0.03,0.00409,0.751,0.11,0.107,123.994,184
"Pop","Post-Teen Pop",0.615,0.711,"B",-5.507,"Major",0.0779,0.0444,0,0.145,0.711,144.036,221.253
"EDM","Progessive Electro House",0.67,0.758,"A",-8.048,"Minor",0.034,0.158,0.398,0.0725,0.159,122,205.827
"Latin","Latin Pop",0.559,0.491,"D",-6.406,"Minor",0.0346,0.0567,0,0.0992,0.114,153.131,244.874
"Rap","Hip-Hop",0.816,0.63,"D",-5.568,"Major",0.226,0.133,0,0.0692,0.715,96.493,131.607
"EDM","Electro House",0.871,0.531,"B",-9.373,"Minor",0.0473,0.00306,0.213,0.0734,0.618,123.978,308.011
"Rock","Hard Rock",0.629,0.581,"E",-11.856,"Major",0.027,0.513,2.06e-06,0.0755,0.359,97.074,338.8
"Latin","Latin Hip-Hop",0.852,0.553,"Csharp/Dflat",-7.286,"Major",0.187,0.0563,0,0.332,0.656,142.072,205.879
"EDM","Pop EDM",0.809,0.848,"G",-3.782,"Major",0.0386,0.319,0,0.64,0.768,125.01,147.669
"R&B","Hip-Pop",0.428,0.53,"G",-9.295,"Minor",0.0455,0.261,0.000495,0.0934,0.052,155.017,151.778
"Latin","Tropical",0.429,0.774,"F",-8.846,"Minor",0.0493,0.032,0.709,0.37,0.0671,119.975,263.755
"Pop","Electropop",0.736,0.858,"B",-5.538,"Minor",0.0816,0.0141,0.00107,0.262,0.171,128.069,292.093
"EDM","Pop EDM",0.619,0.859,"C",-4.161,"Major",0.088,0.00465,0.000327,0.0823,0.499,154.853,204.387
"Rock","Album Rock",0.623,0.772,"Csharp/Dflat",-5.576,"Minor",0.0356,0.0745,0,0.1,0.433,149.085,277.293
"R&B","New Jack Swing",0.812,0.623,"Csharp/Dflat",-14.042,"Major",0.0861,0.0263,0,0.416,0.747,107.926,273.76
"Rock","Album Rock",0.538,0.345,"C",-14.269,"Major",0.0306,0.204,0.0247,0.0349,0.177,139.831,313.813
"Pop","Post-Teen Pop",0.798,0.733,"G",-4.811,"Minor",0.0476,0.265,1.25e-06,0.114,0.861,146.046,211.427
"Rap","Hip-Hop",0.906,0.366,"B",-8.92,"Minor",0.395,0.231,0,0.178,0.238,95.007,217.283
"Pop","Indie Poptimism",0.562,0.695,"Fsharp/Gflat",-4.662,"Major",0.0332,0.0151,0.119,0.122,0.446,118.174,216.067
"EDM","Progessive Electro House",0.821,0.574,"C",-7.674,"Major",0.108,0.0214,0.686,0.0803,0.591,127.989,375.74
"Rap","Trap",0.855,0.666,"Asharp/Bflat",-4.581,"Minor",0.104,0.2,0,0.0885,0.758,100.006,235.425
"Latin","Reggaeton",0.736,0.848,"F",-5.242,"Major",0.102,0.278,0,0.0854,0.69,94.959,184.467
